sequence,frame,event_type,count
02,935,id_switch,6
02,936,fragmented_gt_track,2
02,936,id_switch,6
02,937,id_switch,6
02,938,id_switch,6
02,939,id_switch,6
02,940,id_switch,6
02,941,id_switch,6
02,942,id_switch,6
02,943,id_switch,6
02,944,id_switch,6
02,945,id_switch,6
02,946,id_switch,7
02,947,id_switch,6
02,948,id_switch,6
02,949,id_switch,6
02,950,id_switch,6
02,951,fragmented_gt_track,2
02,951,id_switch,6
02,952,id_switch,6
02,953,id_switch,6
02,954,id_switch,7
02,955,id_switch,6
02,956,id_switch,7
02,957,id_switch,8
02,958,fragmented_gt_track,2
02,958,id_switch,6
02,959,id_switch,6
02,960,id_switch,6
02,961,id_switch,6
02,962,fragmented_gt_track,2
02,962,id_switch,7
02,962,wrong_division_parent,2
02,963,id_switch,6
02,964,id_switch,7
02,965,id_switch,9
02,966,id_switch,7
02,967,id_switch,7
02,968,id_switch,9
02,969,id_switch,10
02,970,id_switch,9
02,971,fragmented_gt_track,2
02,971,id_switch,8
02,972,id_switch,9
02,973,fragmented_gt_track,2
02,973,id_switch,7
02,974,fragmented_gt_track,4
02,974,id_switch,9
02,974,wrong_division_parent,4
02,975,id_switch,7
02,976,id_switch,8
02,977,id_switch,8
02,978,id_switch,8
02,979,id_switch,7
02,980,fragmented_gt_track,2
02,980,id_switch,9
02,980,wrong_division_parent,2
02,981,id_switch,8
02,982,id_switch,6
02,983,id_switch,5
02,984,id_switch,6
02,985,id_switch,9
02,986,id_switch,5
02,987,id_switch,7
02,988,id_switch,7
02,989,id_switch,7
02,990,id_switch,6
02,991,id_switch,6
02,992,id_switch,6
02,993,id_switch,9
02,994,id_switch,8
02,995,id_switch,7
02,996,id_switch,7
02,997,id_switch,7
02,998,id_switch,7
02,999,id_switch,7
02,1000,id_switch,8
02,1001,id_switch,10
02,1002,id_switch,8
02,1003,id_switch,8
02,1004,id_switch,9
02,1005,id_switch,9
02,1006,id_switch,9
02,1007,id_switch,8
02,1008,id_switch,8
02,1009,id_switch,8
02,1010,id_switch,8
02,1011,id_switch,8
02,1012,id_switch,9
02,1013,id_switch,8
02,1014,id_switch,8
02,1015,id_switch,8
02,1016,id_switch,9
02,1017,id_switch,8
02,1018,fragmented_gt_track,2
02,1018,id_switch,9
02,1019,id_switch,9
02,1020,id_switch,12
02,1021,id_switch,7
02,1022,id_switch,7
02,1023,id_switch,8
02,1024,id_switch,7
02,1025,id_switch,11
02,1026,id_switch,8
02,1027,id_switch,11
02,1028,id_switch,9
02,1029,id_switch,11
02,1030,id_switch,8
02,1031,id_switch,8
02,1032,id_switch,8
02,1033,id_switch,8
02,1034,id_switch,8
02,1035,id_switch,7
02,1036,id_switch,7
02,1037,id_switch,8
02,1038,id_switch,7
02,1039,id_switch,8
02,1040,id_switch,7
02,1041,id_switch,9
02,1042,id_switch,9
02,1043,id_switch,7
02,1044,id_switch,8
02,1045,id_switch,7
02,1046,id_switch,9
02,1047,id_switch,9
02,1048,id_switch,8
02,1049,id_switch,7
02,1050,id_switch,7
02,1051,id_switch,8
02,1052,id_switch,8
02,1053,id_switch,7
02,1054,id_switch,7
02,1055,id_switch,7
02,1056,id_switch,8
02,1057,id_switch,7
02,1058,fragmented_gt_track,2
02,1058,id_switch,7
02,1059,id_switch,7
02,1060,id_switch,7
02,1061,id_switch,7
02,1062,id_switch,7
02,1063,id_switch,7
02,1064,id_switch,7
02,1065,id_switch,8
02,1066,id_switch,7
02,1067,id_switch,8
02,1068,id_switch,7
02,1069,id_switch,7
02,1070,id_switch,7
02,1071,id_switch,8
02,1072,id_switch,7
02,1073,id_switch,8
02,1074,id_switch,8
02,1075,id_switch,8
02,1076,id_switch,7
02,1077,id_switch,7
02,1078,id_switch,7
02,1079,id_switch,7
02,1080,id_switch,7
02,1081,id_switch,7
02,1082,id_switch,8
02,1083,id_switch,7
02,1084,id_switch,9
02,1085,id_switch,8
02,1086,id_switch,9
02,1087,fragmented_gt_track,2
02,1087,id_switch,7
02,1087,wrong_division_parent,2
02,1088,id_switch,8
02,1089,id_switch,8
02,1090,id_switch,8
02,1091,id_switch,8
02,1092,id_switch,8
02,1093,id_switch,10
02,1094,id_switch,10
02,1095,id_switch,9
02,1096,id_switch,11
02,1097,id_switch,8
02,1098,id_switch,8
02,1099,id_switch,8
02,1100,id_switch,8
02,1101,id_switch,8
02,1102,id_switch,8
02,1103,id_switch,8
02,1104,id_switch,8
02,1105,id_switch,12
02,1106,id_switch,8
02,1107,id_switch,8
02,1108,id_switch,7
02,1109,id_switch,10
02,1110,id_switch,8
02,1111,id_switch,7
02,1112,id_switch,7
02,1113,id_switch,7
02,1114,id_switch,7
02,1115,id_switch,6
02,1116,id_switch,6
02,1117,id_switch,6
02,1118,id_switch,7
02,1119,id_switch,8
02,1120,id_switch,8
02,1121,id_switch,7
02,1122,id_switch,7
02,1123,fragmented_gt_track,2
02,1123,id_switch,7
02,1124,id_switch,7
02,1125,id_switch,7
02,1126,fragmented_gt_track,2
02,1126,id_switch,7
02,1127,id_switch,7
02,1128,id_switch,7
02,1129,id_switch,8
02,1130,id_switch,8
02,1131,id_switch,8
02,1132,id_switch,7
02,1133,id_switch,7
02,1134,id_switch,7
02,1135,id_switch,7
02,1136,id_switch,7
02,1137,id_switch,7
02,1138,fragmented_gt_track,2
02,1138,id_switch,9
02,1139,id_switch,8
02,1140,id_switch,8
02,1141,id_switch,8
02,1142,id_switch,12
02,1143,id_switch,10
02,1144,id_switch,9
02,1145,fragmented_gt_track,2
02,1145,id_switch,10
02,1146,id_switch,9
02,1147,id_switch,9
02,1148,id_switch,9
02,1149,id_switch,10
02,1150,id_switch,9
02,1151,id_switch,9
02,1152,id_switch,9
02,1153,id_switch,19
02,1154,id_switch,13
02,1155,id_switch,13
02,1156,id_switch,13
02,1157,id_switch,14
02,1158,id_switch,12
02,1159,id_switch,12
02,1160,id_switch,13
02,1161,id_switch,15
02,1162,id_switch,14
02,1163,id_switch,13
02,1164,id_switch,13
02,1165,id_switch,14
02,1166,id_switch,13
02,1167,id_switch,13
02,1168,id_switch,13
02,1169,id_switch,13
02,1170,id_switch,13
02,1171,id_switch,13
02,1172,id_switch,13
02,1173,id_switch,13
02,1174,id_switch,13
02,1175,id_switch,13
02,1176,id_switch,13
02,1177,id_switch,13
02,1178,id_switch,13
02,1179,id_switch,13
02,1180,id_switch,13
02,1181,id_switch,13
02,1182,id_switch,13
02,1183,id_switch,13
02,1184,id_switch,13
02,1185,id_switch,13
02,1186,id_switch,14
02,1187,id_switch,13
02,1188,id_switch,13
02,1189,id_switch,13
02,1190,id_switch,15
02,1191,fragmented_gt_track,2
02,1191,id_switch,14
02,1191,wrong_division_parent,2
02,1192,id_switch,15
02,1193,id_switch,15
02,1193,missed_gt_object,1
02,1194,id_switch,13
02,1194,one_gt_to_many_results_split,1
02,1195,id_switch,13
02,1196,id_switch,12
02,1197,id_switch,14
02,1198,id_switch,12
02,1199,id_switch,12
02,1200,id_switch,13
02,1201,fragmented_gt_track,4
02,1201,id_switch,12
02,1201,wrong_division_parent,4
02,1202,id_switch,10
02,1203,id_switch,10
02,1204,id_switch,11
02,1205,id_switch,10
02,1206,id_switch,10
02,1207,id_switch,12
02,1208,id_switch,9
02,1209,fragmented_gt_track,2
02,1209,id_switch,9
02,1210,id_switch,9
02,1211,id_switch,9
02,1212,id_switch,9
02,1213,fragmented_gt_track,2
02,1213,id_switch,9
02,1213,wrong_division_parent,2
02,1214,id_switch,8
02,1215,id_switch,8
02,1216,id_switch,8
02,1217,fragmented_gt_track,2
02,1217,id_switch,7
02,1218,id_switch,8
02,1219,id_switch,7
02,1220,id_switch,6
02,1221,fragmented_gt_track,2
02,1221,id_switch,6
02,1222,id_switch,6
02,1223,fragmented_gt_track,2
02,1223,id_switch,8
02,1223,wrong_division_parent,2
02,1224,id_switch,6
02,1225,id_switch,7
02,1226,fragmented_gt_track,2
02,1226,id_switch,6
02,1226,wrong_division_parent,2
02,1227,id_switch,5
02,1228,id_switch,7
02,1229,id_switch,8
02,1230,fragmented_gt_track,2
02,1230,id_switch,6
02,1231,fragmented_gt_track,2
02,1231,id_switch,9
02,1232,id_switch,8
02,1233,id_switch,6
02,1234,id_switch,6
02,1235,fragmented_gt_track,2
02,1235,id_switch,6
02,1236,id_switch,8
02,1237,id_switch,8
02,1238,id_switch,8
02,1239,id_switch,7
02,1240,id_switch,8
02,1241,id_switch,7
02,1242,id_switch,7
02,1243,id_switch,9
02,1244,id_switch,8
02,1245,id_switch,8
02,1246,id_switch,8
02,1247,fragmented_gt_track,2
02,1247,id_switch,8
02,1247,wrong_division_parent,2
02,1248,id_switch,8
02,1249,id_switch,8
02,1250,id_switch,8
02,1251,id_switch,7
02,1252,id_switch,9
02,1253,id_switch,7
02,1254,id_switch,10
02,1255,id_switch,8
02,1256,id_switch,12
02,1257,id_switch,11
